Message,Prediction,Topic
"


Yes, I know it's nowhere near Christmas time, but I'm gonna loose
Net access in a few days (maybe a week or 2 if I'm lucky), and wanted
to post this for interested people to save 'till Xmas.   :-(
Note: Bell Labs is a good place IF you have a PhD and a good boss, I
have neither.
--------------------------------------------------------------------------

Subject: Xmas light set with 2 levels of brightness

Another version of a variable brightness Xmas light set:
This set starts with a 2 blinker 35 bulb string.  

DIAGRAM:  orginal 2 way set

120v---+--b-*-*-*-*-*-*-*--!
       !---b-*-*-*-*-*-*-*-!
                           !
120rtn_____________________!

modified set for 2 level brightness:

                string 1
120v---------*-*-*-*-*-*-*-*--!
  \_10K_______*-*-*-*-*-*-*-*-!
    5w    !      string 2     !
          b   ________________!
120v rtn__!___!

             ^ Note: no mods to wiring to the right of this point.

Only one blinker is used.

Note that the blinker would not have as much current thru it as the
string 1 bulbs, because of the second string of bulbs in
parallel with it.  That's why the use of the 10K 5W resistor
here to add extra current thru the blinker to make up for the
current shunted thru the second string while the blinker is glowing
and the second string is not glowing.  When the blinker goes open,
this resistor has only a slight effect on the brightness of the
strings, s1 slightly dimmer, s2 slightly brighter.  
Or use a 3W 120v bulb in place of the 10K resistor if you can get
one.  Caution, do not replace with a standard C9 bulb, as these
draw too much current and burn out the blinker.  C9 = approx 7W.

What you'll see when it's working:  powerup, string 1 will light 
at full brightness, and b will be lit, bypassing most of the current 
from the second string, making them not light.  b will open, placing 
both strings in series, making the string that was out to glow at a 
low brightness, and the other string that was on before to glow 
at reduced brightness. 

Be sure to wire and insulate the splices, resistor leads, and cut wires 
in a safe manner!
",E,E
"

I suggest that misc.consumer.house is a better forum for this, several
electricians, a huge FAQ that adresses ALL the issues raised here.

-- 

	...Wex
",E,E
"

I need help on 4 components:

BAT85 diode
-----------
I know Digi-key or Newark sells them, but the minimum order is 25!
Does anyone know where I can get smaller orders of this diode, or
an equivalent replacement?

BC546B transistor
-----------------
Ditto for this transistor.

74HC239 chip
------------
Digi-key, Newark and Mouser do not appear to carry ths chip - does anyone
know what this does and where I can obtain it?

YM3623B chip
------------
This Yamaha chip decodes S/PDIF data (from CD or DAT). Where can I obtain
one of these?

Thanks in advance,
- Ian
",E,E
"

Yes, I know it sounds crazy. Call it an urge. Call it what you want.
Just don't ask why :-)

Anyway, I'd like to build a UV flashlight, cheaply. ""flashlight"" means
it should be reasonably portable, but could have a power pack if
necessary.

My main question is the bulb: where can I get UV bulbs? Do they
need a lot of power? etc., etc.

I'm not too concerned with whether it's long-wave or short-wave
(but hey, if anyone has a cheap source of bulbs, I'll take both).

One other thing: a friend of mine mentioned something about near-UV
light being cheaper to get at than actual UV light. Does anyone
know what he was referring to?

Thanks much.


--
John Hawkinson
jhawk@panix.com
",E,E
"

Hello , I think you are probaly right, in spite of the movement
it is getting better each day.  cheers

           jc@oneb.almanac.bc.ca (John Cross)
     The Old Frog's Almanac  (Home of The Almanac UNIX Users Group)    
(604) 245-3205 (v32)    <Public Access UseNet>    (604) 245-4366 (2400x4)
        Vancouver Island, British Columbia    Waffle XENIX 1.64  
",E,M
"

In article <1993Apr12.204033.126645@zeus.calpoly.edu> dfield@flute.calpoly.edu (InfoSpunj (Dan Field)) writes:
>I've been invited to spend a couple weeks this summer rafting down the
>Mississippi.  My journey partners want to live off of river water and
>catfish along the route.  Should I have any concerns about pollution or
>health risks in doing this?

You'd have to purify the river water first.  I'm not sure how practical
that is with the Mississippi.  You'd better check with health agencies
along the way to see if there are toxic chemicals in the river.  If
it is just microorganisms, those can be filtered or killed, but you
may need activated charcoal or other means to purify from chemicals.
Better be same than sorry.  Obviously, drinking the river without
processing it is likely to make you sick from bacteria and parasites.
-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" 
----------------------------------------------------------------------------
",M,M
"

In article <1993Apr26.120417.22328@linus.mitre.org> gpivar@mitre.org(The Pancake Emporium) writes:
>In article <1993Apr22.211005.21578@scorch.apana.org.au>, bill@scorch.apana.org.au (Bill Dowding) writes:
>|> todamhyp@charles.unlv.edu (Brian M. Huey) writes:
>|> 
>|> >I think that's the correct spelling..
>|> >	I am looking for any information/supplies that will allow
>|> >do-it-yourselfers to take Krillean Pictures. I'm thinking
>|> >that education suppliers for schools might have a appartus for
>|> >sale, but I don't know any of the companies. Any info is greatly
>|> >appreciated.
>|> 
>|> Krillean photography involves taking pictures of minute decapods resident in 
>|> the seas surrounding the antarctic. Or pictures taken by them, perhaps.
>|> 
>|> Bill from oz
>|> 
>
>
>Bill,
>No flame intended but you're way, way off base. In simple terms Kirilian
>photography registers the electromagnetical fields around objects, in simple,
>it takes pictures of your aura.
>|> 
>
>-- 
>Greg 
>
You're confused.  You are talking about KIRILIAN photography.

Bill is talking KRILLEAN photography.


-- 
  |   tad@ssc.com  (if it bounces, use 3288544@mcimail.com)   |
  |   Tad Cook     |  Packet Amateur Radio:  |  Home Phone:   |
  |   Seattle, WA  |  KT7H @ N7DUO.WA.USA.NA |  206-527-4089  |

",M,M
"
Message-ID: <1rag61$1cb@hsdndev.harvard.edu>
References: <noringC5yL3I.3qo@netcom.com>
NNTP-Posting-Host: enterprise.bih.harvard.edu

In article <noringC5yL3I.3qo@netcom.com> noring@netcom.com (Jon Noring) writes:
>In article rind@enterprise.bih.harvard.edu (David Rind) writes:
>
>>Do you believe that any quacks exist?  How about quack diagnoses?  Is
>>being a ""licensed physician"" enough to guarantee that someone is not
>>a quack, or is it just that even if a licensed physician is a quack,
>>other people shouldn't say so?

>I would say there are also significant numbers of unscrupulous doctors (of
>the squeaky-clean, traditional crew-cut, talk to the AMA before starting
>any treatment, kind)

Umm, weren't you the one objecting to someone who is a ""licensed
physician"" being called a quack?  Or is it just that being a licensed
physician is a good defense against charges of quackery when the
physician agrees with your system of beliefs?

>Lately I've seen the word ""quack"" bandied about recklessly.

Actually, I almost never use the term quack.  When I discuss
""systemic yeast syndrome"", however, I always point out that
mainstream medicine views this as a quack diagnosis (and I agree
with that characterization).

>Let me put it another way to make my point clear:  ""quack"" is a nebulous word
>lacking in any precision.

Really?  I bet virtually everyone reading these posts understands what
Steve Dyer, Gordon Banks, and I am implying when we have talked about
systemic yeast syndrome as a quack diagnosis.  Would you prefer the
word ""charlatan""?  (I don't happen to think that all quacks are
charlatans since I suspect that some believe in the ""diseases"" they
are diagnosing.)

>(p.s., may I suggest - seriously - that if the doctors and wanna-be-doctors on
>the net who refuse to have an open mind on alternative treatments and
>theories, such as the ""yeast theory"", should create your own moderated group.

Why?  Is there some reason why you feel that it shouldn't be pointed out
in SCI.med that there is no convincing empirical evidence to support the 
existence of systemic yeast syndrome?
-- 
David Rind
rind@enterprise.bih.harvard.edu
",M,M
"

In article <80412@cup.portal.com> Mark Robert Thorson, mmm@cup.portal.com
writes:
> Colonics were a health fad of the 19th century, which persists to this
day.
> Except for certain medical conditions, there is no reason to do this.
> Certainly no normal person should do this.

In article <1993Apr28.023749.9259@informix.com> Robert Hartman,
hartman@informix.com writes:
> Also, insofar as it doesn't conform to the accepted medical presumption
> that it just doesn't matter what you eat, and that we can think of the
> GI tract as a black box in which nothing ever goes wrong (except for
> maybe cancer and ulcers), the righteous will no doubt jump on that too.

Recently, I completed a 2 week juice fast (with 3 days of water) and had
two colonics as part of it.  My motivation was primarily spiritual, to
de-toxify from all the crap I've been putting in my body (not like thats
enough to clean it all out but it did have an effect).  Personaly, I
didn't find it an uncomfortable experience (the colonic), lost about
15lbs of beer belly (which hasn't come back over the last month), and
feel great.  One of the things that prompted me to get the colonic was
seeing my 90 year old grandmother chair ridden from colitis (?) from
years of indulgence.

Not everything that goes in comes out, and personaly I don't mind giving
my body a hand once in a while.

Just my experience,

George Paap

I am my beliefs.
(which almost certainly are not those of my employer)
",M,M
"


R >>>JD> ALL PC parallel ports that are compatable with the IBM standard,
R >>>JD> including the original IBM adaptor, are bi-directional.

NOT ALL PARALLEL PORTS ARE BI-DIRECTIONAL WITHOUT MODIFICATION.

My experience with the standard old zenith parallel port in their 
original 286s proves that.  They had the input direction disactiviated by 
tieing them R/W select line of the circuit to Vcc.  To make it bi ( which 
I did ) I had to modify it by scraping off the trace and solder a jump to 
the proper location.  I thought that this was just lazy on the part of 
Zenith ( they were not Zenith-Bull Group at that time).

-rdd

---
 . WinQwk 2.0b#0 . Unregistered Evaluation Copy
 * KMail 2.95d W-NET HQ, hal9k.ann-arbor.mi.us, +1 313 663 4173 or 3959
           
----
| HAL 9000 BBS:  QWK-to-Usenet gateway  | Four 14400 v.32bis dial-ins    |
| FREE Usenet mail and 200 newsgroups!  | PCBoard 14.5aM * uuPCB * Kmail |
| Call +1 313 663 4173 or 663 3959      +--------------------------------+
| Member of EFF, ASP, ASAD  * 1500MB disk * Serving Ann Arbor since 1988 |
",E,E
"
Distribution: world
Message-ID: <1qp148INNb6k@crcnis1.unl.edu>
References: <C5J4JM.BII@boi.hp.com>
NNTP-Posting-Host: unlinfo.unl.edu

I've also found that the electronic starters on these ""instant-on"" 
compact fluourescent lamp fixtures kick out interference that nukes
my cordless phone.  (I can hear it in my guitar amplifier, too...)
--
paul marxhausen .... ....... ............. ............ ............ .......... 
 .. . .  . . . university of nebraska - lincoln .  . . .. . .  .. . . . . . . .
 .     .    .  .   .     .   .  .    .   .  .   .    .   .  grace .   .    .  . 
   .         .       .      .        .        .      .        .   happens .     
",E,E
"

Yes,

Take Interstate I-70 to the route 48 exit.  Go south on 48 about
2-1/2 miles.  Trun right on Shiloh Springs Road.  The hamvention is
at the Harrah arena, which is about 1 mile west and on the north
side of the Road.  Parking at the arena is limited.  Lodging is
probably entirely booked-up within a 40 mile radius.  Good luck.

                |                |
                48               I75
                |                |
----------I70----------....---------
                |                |
                |                |
          X     |                |
(mall)  --------|                |
   S. Springs   |

It is possible to park at the mall to the west.  There are shuttle
busses running between the arena and the mall.

If possible, get a Montgomery County, OH map from your local AAA
office.  It should be free if you are an AAA member.

If you don't already have definite plans, now is not a particularly
good time to start to think about going to the hamvention.



-- 
Bill Mayhew      NEOUCOM Computer Services Department
Rootstown, OH  44272-9995  USA    phone: 216-325-2511
wtm@uhura.neoucom.edu (140.220.1.1)    146.580: N8WED
",E,E
"

In article <1quqlgINN83q@im4u.cs.utexas.edu> turpin@cs.utexas.edu (Russell Turpin) writes:
> My definition is this: Science is the investigation of the empirical
>that avoids mistakes in reasoning and methodology discovered from previous
>work.

Reading this definition, I wonder: when should you recognize something
as being a ""mistake""? It seems to me, that proponents of pseudo-sciences
might have their own ideas of what constitutes a ""mistake"" and which
discoveries of such previous mistakes they accept.

-- 
Kristoffer Eriksson, Peridot Konsult AB, Stallgatan 2, S-702 26 Oerebro, Sweden
Phone: +46 19-33 13 00  !  e-mail: ske@pkmab.se
Fax:   +46 19-33 13 30  !  or ...!mail.swip.net!kullmar!pkmab!ske
",M,M
"
Message-ID: <1r3klt$3ld@hsdndev.harvard.edu>
References: <noringC5snsx.KMo@netcom.com>
NNTP-Posting-Host: enterprise.bih.harvard.edu

In article <noringC5snsx.KMo@netcom.com> noring@netcom.com (Jon Noring) writes:
>In article rind@enterprise.bih.harvard.edu (David Rind) writes:
>>There is no convincing evidence that such a disease exists.

>There's a lot of evidence, it just hasn't been adequately gathered and
>published in a way that will convince the die-hard melancholic skeptics
>who quiver everytime the word 'anecdote' or 'empirical' is used.

No, there's no evidence that would convince any but the most credulous.

The ""evidence"" is identical to the sort of evidence that has been
used to justify all sorts of quack treatments for quack diseases
in the past.

>medicine on the right road.  But methinks that some who hold too firmly
>to the party line are academics who haven't been in the trenches long enough
>actually treating patients.

I like the implication here.  It must not be that the quacks making
millions off such ""diseases"" are biased -- rather that those who
doubt their existence don't understand the real world.  It seems
easy to picture a 19th centure snake oil salesman saying the same
thing.

However, I have been in the trenches long enough to have seen multiple
quack diseases rise and fall in popularity.  ""Systemic yeast syndome""
seems to be making a resurgence (it had fallen off a few years ago).
There will be new such ""diseases"" I'm sure with best-selling books
and expensive therapies.

>If anybody, doctors included, said to me to my
>face that there is no evidence of the 'yeast connection', I cannot guarantee
>their safety.  For their incompetence, ripping off their lips is justified as
>far as I am concerned.

Well this, of course, is convincing.  I guess I'd better start diagnosing
any illnesses that people want so that I can keep my lips.
-- 
David Rind
rind@enterprise.bih.harvard.edu
",M,M
"
Message-ID: <1993Apr15.165322.1@novax.llnl.gov>
NNTP-Posting-Host: novax.llnl.gov


I've got two lines coming into my apartment. Two different telephone numbers.
When I ordered the second line installed, instead of bringing out another 4
wire bundle, the telco just connected up to my yellow and black wires. So I
have one line on red & green and the other on yellow & black.

Today I was monitoring the voltage on both lines. I had a voltmeter across
the red and green and read back 52 volts. I then lifted up the receiver on my
second line.(black & yellow wires) The voltage dropped to 31 volts on the first
line. (red & green wires) I repeated this experiment with the second
line(monitoring black & yellow and lifting the handset off the cradle on the
red and green line.) It also dropped to 31 volts. 

Why is this ? I thought these were separate lines.

Next I went to the 66 block and disconnected the blue and white lines coming in
from the telco cable. I then disconnected all the phones in my apartment and
went back to the 66 block and did some resistance measurements. Both lines read
open.

I'll appreciate any help on this. Is this considered normal ?

Guy Urbina

Urbina@novax.llnl.gov
 
",E,E
"


Does anyone know what frequencies the wireless transmitter/receiver
microphone systems that Radio Shack sells operate at?  I've tried
everything short of opening one up (not actually owning one makes
this difficult...) and just looking..  Any help would be greatly
appreciated..  These systems are designed for wireless PA systems, etc..
 
 
					Thanks,
	 
							Tracy

",E,E
"
NNTP-Posting-Host: fleming.caltech.edu

I was wondering if anyone knows of a chip that that is similar to
the internal timer 0 on the Intel 80C188?  I want a timer that has
a Maxcount A and B and the output should the same as Intel's timer.  I called
Intel and they told me that they don't make such a chip.  Any suggestions
are welcome.  Thanks in advance.

Rajan Ranga
E-mail: rajan@cco.caltech.edu
",E,E
"

spp@zabriskie.berkeley.edu (Steve Pope) writes:

>In article <1qg98sINNokf@sheoak.ucnv.edu.au> jeff@redgum.ucnv.edu.au (j. pethybridge) writes:
>>	Hello again,
>> I asked this a year ago, but i am still looking.
>> I am getting sick of having to use a HC373 

>Jeff, just use the damned 373.   Sure, there are oddball
>latched memory chips, but do you really want to use them?

>Sorry if I'm pedantic but: design your circuit using
>reasonably available parts, and move on to more important
>problems.

We're looking at a series of chips by WSI, the PSD3xx series. They have
_mega_ address decoding logic on them, various ROM sizes (upto 1Mbit),
various RAM sizes (upto 16 K), and 19 I/O ports which can be chip select
lines, I/O or the buffered address lines.

Cute chip, 44 pin PLCC package.

Second sourcing may be a problem though :-(


Bryan Ryan, VK3TKX
Melbourne, Australia
bryan@philips.oz.au

",E,E
"

Scientific American had a nice short article on the history of the
hypodermic about 10 or 15 years ago.  Prior to liquid injectables,
there were paddle-like needles used to implant a tiny pill under the
skin.
",M,M
"

Great, the first advantage of cheap coax, I've ever heard.

Cheers   Robert  (HB9NBY)

--
Robert Ganter			/------------\
Universitaet Basel		| I am a fan |
Institut fuer Informatik	| of my plan |
Basel/Switzerland		\------------/
ganter@ifi.unibas.ch
amateurradio: HB9NBY	packet: HB9NBY@HB9EAS.CHE.EU
",E,E
"

In article <afgE02Wb3dVu01@JUTS.ccc.amdahl.com>,
 dws30@p1ps110cd.amdahl.com (David Sharpe) writes:
> There are a few more details to radar and some
> rumors that are not true.  A common one is that two beams are sent one
> reading the car speed and one the ground speed.  If this were true then
> calabration would be murder.  Hope this helps (Flame On)

Gee, then I guess the extra horn that's mounted in the floor of some SDPD cars,
firing at the ground at a shallow angle, is just for show, huh?

(For calibration, they simply turn off one horn or the other.) 

	--- Jamie Hanrahan, Kernel Mode Systems, San Diego CA
Internet:  jeh@cmkrnl.com  Uucp: uunet!cmkrnl!jeh  CIS: 74140,2055
",E,E
"
Sender: mossman@mania (Amy Mossman)
Distribution: world
Message-ID: <1qkdpk$5k6@agate.berkeley.edu>
References: <13APR199308003715@delphi.gsfc.nasa.gov> <1993Apr13.144340.3549@news.cs.brandeis.edu> <1993Apr14.012946.114440@zeus.calpoly.edu> <1993Apr14.122647.16364@tms390.micro.ti.com> <1993Apr15.135941.16105@lmpsbbs.comm.mot.com>
NNTP-Posting-Host: mania.cea.berkeley.edu

In article <1993Apr15.135941.16105@lmpsbbs.comm.mot.com>, dougb@comm.mot.com (Doug Bank) writes:
|> 
|> Here is another anecdotal story.  I am a picky eater and never wanted to 
|> try chinese food, however, I finally tried some in order to please a
|> girl I was seeing at the time.  I had never heard of Chinese restaurant
|> syndrome.  A group of us went to the restaurant and all shared 6 different
|> dishes.  It didn't taste great, but I decided it wasn't so bad.  We went
|> home and went to bed early.  I woke up at 2 AM and puked my guts outs.
|> I threw up for so long that (I'm not kidding) I pulled a muscle in
|> my tongue.  Dry heaves and everything.  No one else got sick, and I'm
|> not allergic to anything that I know of.  
|> 
|> Suffice to say that I wont go into a chinese restaurant unless I am 
|> physically threatened.  The smell of the food makes me ill (and that *is*
|> a psycholgical reaction).  When I have been dragged in to suffer
|> through beef and broccoli without any sauces, I insist on no MSG.  
|> I haven't gotten sick yet.
|> 
|> -- 

I had a similar reaction to Chinese food but came to a completly different
conclusion. I've eaten Chinese food for ages and never had problems. I went
with some Chinese Malaysian friends to a swanky Chinses rest. and they ordered
lots of stuff I had never seen before. The only thing I can remember of that
meal was the first course, scallops served in the shell with a soy-type sauce.
I thought, ""Well, I've only had scallops once and I was sick after but that
could have been a coincidence"". That night as I sat on the bathroom floor,
sweating and emptying my stomach the hard way, I decided I would never touch
another scallop. I may not be allergic but I don't want to take the chance.

Amy Mossman
",M,M
"

When I was a school boy, my biology teacher told us of an incident
in which a couple were very passionate without actually having
sexual intercourse.  Somehow the girl became pregnent as sperm
cells made their way to her through the clothes via persperation.

Was my biology teacher misinforming us, or do such incidents actually
occur?

Stephen

",M,M
"

Well, I'm not too sure if this would be the right place to post this, but
anyway, here goes:  I was just noticing that some of the current bubblejet
printers offers up to 360x360 resolution while a lot of lower end laser
printers only offer 300x300.  However, the laser printers still seems to be
significantly pricier than the bubblejets... how is this?  Or am I missing
something about the resolution thing?

-- 
-Sheng
hl00@pl122.eecs.lehigh.edu
hl00@m180k.cc.lehigh.edu
hl00@lehigh.edu
",E,E
"

acollins@uclink.berkeley.edu (Andy Collins) writes:

>How thick do I need to make a PCB trace for 15 Amps of current? and
>Does anybody have any other thoughts on the process (what kind of PCB
>to use, materials, thickness of copper, any advice graciously accepted)?

In four replies, I've seen no hard numbers, so here goes:  For traces
on the outside (not inner layers), expect, in 1 oz copper, at 15 amps,
the following temperature rises versus width.  This is from Sams'
""Reference Data for Engineers,"" seventh edition, Pg 5-30, which claims
in turn to be from MIL-STD-275C...

    width   Temp rise
    inches  degrees C
    ------  ---------
     .125	100
     .15	 75
     .17	 60
     .20	 45
     .24	 30
     .33	 20

At 10 amps, the rise for the .125 width is only about 30 degrees.
Power goes as square of the current, plus the copper resistance goes
up as temperature goes up...  Certainly .20"" (~5mm) traces should be 
ample for what you want to do.  And 2 ounce copper almost cuts the 
required width in half.  (I'd do 2 oz at about 0.08"" width myself, 
I think...given that the _rated_ current is 10 amps and the 15 is
a transient or fault condition.)

(There's another question: will the voltage drop be low enough?
But you should be able to figure this one out with wire tables or
just the resistivity of copper.  Keep traces short and use separate
sensing traces where appropriate, as mentioned by another poster.)
",E,E
"

My wife has become interested through an acquaintance in Post-Polio Syndrome
This apparently is not recognised in New Zealand and different symptons ( eg
chest complaints) are treated separately. Does anone have any information on
it

Thanks


Keith
",M,M
"
Distribution: world
Message-ID: <1qmqpfINNjiq@gap.caltech.edu>
References: <1993Apr15.190711.22190@walter.bellcore.com>,<1qmlgaINNjab@hp-col.col.hp.com>
Reply-To: carl@SOL1.GPS.CALTECH.EDU
NNTP-Posting-Host: sol1.gps.caltech.edu

In article <1qmlgaINNjab@hp-col.col.hp.com>, cab@col.hp.com (Chris Best) writes:
=
=Jason Chen writes:
=> Now here is a new one: vomiting. My guess is that MSG becomes the number one
=> suspect of any problem. In this case. it might be just food poisoning. But
=> if you heard things about MSG, you may think it must be it.
=
=----------
=
=Yeah, it might, if you only read the part you quoted.  You somehow left 
=out the part about ""we all ate the same thing.""  Changes things a bit, eh?

Perhaps.  Now, just what leads you to believe that it was MSG and not some
other ingredient in the food that made you ill?

=These people aren't condemning Chinese food, Mr. Chen - just one of its 
=(optional) ingredients.  Try not to take it so personally.

And you're condemning one particular ingredient without any evidence that
that's the ingredient to which you reacted.
--------------------------------------------------------------------------------
Carl J Lydick | INTERnet: CARL@SOL1.GPS.CALTECH.EDU | NSI/HEPnet: SOL1::CARL

Disclaimer:  Hey, I understand VAXen and VMS.  That's what I get paid for.  My
understanding of astronomy is purely at the amateur level (or below).  So
unless what I'm saying is directly related to VAX/VMS, don't hold me or my
organization responsible for it.  If it IS related to VAX/VMS, you can try to
hold me responsible for it, but my organization had nothing to do with it.
",M,M
"

brandon@caldonia.nlm.nih.gov (Brandon Brylawski) writes:

>mryan@stsci.edu writes:
>: Am I justified in being pissed off at this doctor?
>: 
>: Last Saturday evening my 6 year old son cut his finger badly with a knife.
>: I took him to a local ""Urgent and General Care"" clinic at 5:50 pm.  The 
>: clinic was open till 6:00 pm.  The receptionist went to the back and told the 
<:  ....other good stuff about the Drs idiocy

Ok, much as I hate to do it, here I am posting an EVEN BETTER ""Dr. Idiot""
story.


I was in my 18th hour of labor, had been pushing for 4.5 hours and was
exhausted.  My OB and I decided to go for a csec.  The OB called in
the anesthisiologist (sp?) and asked him to help prep me for surgery.

AFTER, watching me go through a couple contractions, the anes (or anus as
I like to refer to him) said, ""Well, I am off duty now."" (still staring
between my legs at that).  The OB asked to go call whomever it was who
was on duty and ask him/her how long it would take...and if it was going
to take more than a few minutes, to please stay even though he was off duty.

The anes. went out, supposedly to call the on-call anes.   In a couple of
minutes the nurse came running in to tell the OB that the anes. had left
without even trying to get ahold of the on-call.  It was the only time 
during my labor that I swore.  The on-call anes. took 20 minutes to get
there.

Come to find out, the anes. had only just gone off duty (about 2 minutes
before) and technically was supposed to stay in the hospital until the
next on-call got there.  Good thing for all of us (especially him) that
it was not a critical emergency.  But boy would I love to knock that
fellow's ouchie places ...just to let him be in pain a
few little minutes.



I have run into ""Dr. Idiots"", ""Mechanic Idiots"", ""Clerk Idiots"" and ""Etc.
Idiots"" in my time, but this fellow I would like to have words with.


Deantha
",E,M
"
X-Maildoor: WaflineMail 1.00r

{Jason Haines} said
   ""what to do with old 256k""
      to <All> on 04-15-93  04:38

 JH> I was wondering if people had any good uses for old
 JH> 256k SIMMs.  I have a bunch of them for the Apple Mac
 JH> and I know lots of other people do to.  I have tried to
 JH> sell them but have gotten NO interest.

    How about collecting them all together (IE everyones) and
    selling them as a lot?  The other thing is to give to a
    recycler.

 JH> So, if you have an inovative use (or want to buy
 JH> some SIMMs  8-) ), I would be very interested in hearing
 JH> about it.

    If they are free and you can send them real cheap!  I would
    be intrested in them.  hehehe  Are these 2 chip or 8 chip
    devices what speed?

 JH> I have seen RAM disc storage devices but they have been
 JH> very pricey (plus I am still a little worried about having data
 JH> stored on RAM).

    Why?  Do you use a RAM disk? :)

                Stephen Cyberman@Toz.Buffalo.NY.US
             Mangled on Fri  04-16-1993  at 19:58:29

... Badgers... we don't need no steenking Badgers!
___ Blue Wave/QWK v2.12
                                                        
",E,E
"
Message-ID: <1rkoep$6m7@network.ucsd.edu>
References: <1993Apr26.120417.22328@linus.mitre.org> <MMEYER.93Apr26102056@m2.dseg.ti.com> <C64FuM.5B8@news.claremont.edu>
NNTP-Posting-Host: pitstop.ucsd.edu

In article <C64FuM.5B8@news.claremont.edu> ebrandt@jarthur.claremont.edu (Eli Brandt) writes:
>In article <MMEYER.93Apr26102056@m2.dseg.ti.com> mmeyer@m2.dseg.ti.com (Mark Meyer) writes:
>>	Besides, Kirilian photography is actually photography of my
>>friend's two-year-old son Kiril.  Perhaps you meant ""Kirlian""?
>
>I think it was a typo for ""Karelian photography"", which is the
>practice of taking pictures of either Finns or Russians, depending
>on whom one asks.

Think we can lose the sci.image.processing group from this thread,
folks?

Thanks bunches.

							spl
-- 
Steve Lamont, SciViGuy -- (619) 534-7968 -- spl@szechuan.ucsd.edu
San Diego Microscopy and Imaging Resource/UC San Diego/La Jolla, CA 92093-0608
""My other car is a car, too.""
                 - Bumper strip seen on I-805
",M,M
"


PLease take these and use them.  Take advantage of me... I really
don't know what they are worth.

Qty 2  -  Canoga Perkins Fiber Optic Modems, Model 2250, RS-422
          Interface, appear new.  I have powered up but that's all,
          I have not used them and I cannot tell you whether they
          work or not.    
                                 Make Offer.........

Qty 1 -   ISC Datacom RF Modem, Model 1056-TX1-RX5-SM-120, Interface
          RS-449, Internal Fan, powers up fine but otherwise condition
          unknown, Phone # for the company is 408-747-0300.

                                 Make Offer ............

Qty 1 -   Motorola UDS  212 A/D  Modem, RS-232 interface appears to work
          but I have not and cannot check it.  

                                 Make Offer  .............

Thanks and please buy this stuff or it goes out the door

Mack
mdgoodma@cbda8.apgea.army.mil
.
",E,E
"

Can anyone please email a diagram or give me details of an ftp site where there
is a diagram of a simple, small fm mono voice transmitter for trasnmitting in
the 90-104 range (preferably above 100 Mhz). Only a short distance requiered,
and frequency variation no too important but must run from 9v or smaller DC
supply.

Thanx in advance

Monty.
-- 
    /\    /\     __   __  /_                            howeg@uk.ac.man.cs 
   /  \  /  \   /  / / / /  / /                         howeg@cs.man.ac.uk
__/    \/    \_/__/_/ /_/__/_/____________________________________________
____________________________/ Save The Vinyl!
",E,E
"

alee@bmerh794.bnr.ca (Louis Leclerc) writes:

> 
> In article <34263@oasys.dt.navy.mil> you write:
> >VA, CT, Wash DC  and I think BC Canada where I've heard they actually
> >use Radar detector detectors.
> 
> Nope, not in British Columbia.  Detectors are legal here in BC, I've even
> got one.
> 
> In Alberta and Ontario they're illegal, and detection devices are sometimes
> used.  I've heard the police in Ontario prefer a much more direct method of
> detection.  Just trigger the radar gun, watch for people slamming on the
> brakes, and search the car.
> 
> 
> David Lee
> leex@sfu.ca
> 


They are illegal here in Manitoba as well though I don't know what 
methods are used to detect them.

It has always amazed me with the way the laws work.  It is not illegal to 
sell them here in Manitoba, only to have them within a vehicle.  (Last I 
heard, they don't have to be installed to be illegal.)

victor@inqmind.bison.mb.ca
The Inquiring Mind BBS, Winnipeg, Manitoba  204 488-1607
",E,E
"

 jhaines@eniac.seas.upenn.edu (Jason Haines) writes:
>	I was wondering if people had any good uses for old
>256k SIMMs...  So, if you have an inovative use (or want to buy
>some SIMMs  8-) ), I would be very interested in hearing
>about it.

About a month ago there was a photo posted on
alt.binaries.pictures.misc of a 17.5-inch Northern Pike which had been
caught on a lure made of 256K SIMMs.

-- 
----------------------------------------------------
Gordon S. Hlavenka           cgordon@vpnet.chi.il.us
Vote straight ticket Procrastination party Dec. 3rd!
",E,E
